Id,Start time,Completion time,Email,Name,TIÊU ĐỀ CỦA SÁCH?(Ví dụ: Nhà Giả Kim),TÊN TÁC GIẢ?(Ví dụ: Paulo Coelho),CHỦ ĐỀ?,NHÀ XUẤT BẢN?(Ví dụ: NXB văn học)
675,9/22/2025 17:50,9/22/2025 17:51,anonymous,,Đừng bao giờ chia đôi lợi ích trong mọi cuộc đàm phán,CHIRS VOSS,Tâm lý - Giáo dục,NXB Thế Giới
676,9/22/2025 17:50,9/22/2025 17:51,anonymous,,Muốn an được an,Thích Nhất Hạnh,Tâm lý - Giáo dục,NCB Lao Động
677,9/22/2025 17:51,9/22/2025 17:52,anonymous,,Tĩnh Lặng,Thích Nhất Hạnh,Tâm lý - Giáo dục,NXB Thế Giới
678,9/22/2025 17:51,9/22/2025 17:52,anonymous,,Thương lượng không nhân nhượng,Roger Fisher - William Ury,Tâm lý - Giáo dục,NXB Tài Chính
679,9/22/2025 17:52,9/22/2025 17:52,anonymous,,Cho đất nước đi lên,Thích Nhất Hạnh,Tâm lý - Giáo dục,NXH Hồng Đức
680,9/22/2025 17:52,9/22/2025 17:53,anonymous,,Thiền Sư và Em Bé,Thích Nhất Hạnh,Tâm lý - Giáo dục,NXB Dân Trí
681,9/22/2025 17:53,9/22/2025 17:54,anonymous,,An Lạc từng bước chân,Thích Nhất Hạnh,Tâm lý - Giáo dục,NXB Lao Động
682,9/22/2025 17:52,9/22/2025 17:54,anonymous,,Dẫn dắt một bầy sói hay chăn một đàn cừu,Tiffani Bova,Kỹ năng mềm,NXB Dân Trí
683,9/22/2025 17:54,9/22/2025 17:54,anonymous,,Quyền lực địch thực,Thích Nhất Hạnh,Tâm lý - Giáo dục,NXB Thế Giới
684,9/22/2025 17:54,9/22/2025 17:55,anonymous,,Tri kỷ của bụt,Thích Nhất Hạnh,Tâm lý - Giáo dục,NXB Thế Giới
685,9/22/2025 17:54,9/22/2025 17:55,anonymous,,Từ sông Bến Hải đến Dinh Độc Lâp,Thiếu tướng Hoàng Đan,Lịch sử - Địa lý,NXB Thông Tân
686,9/22/2025 17:55,9/22/2025 17:56,anonymous,,Khát Vọng Việt,Đỗ Cao Bảo,Kinh tế - Quản trị,NXB Thế Giới
687,9/22/2025 17:55,9/22/2025 17:56,anonymous,,Thư cho em,Hoàng Nam Tiến,Hồi ký - Tiểu sử - Tự truyện,NXB Hội nhà văn
688,9/22/2025 17:56,9/22/2025 17:57,anonymous,,Dám nghĩ lại,Adam Grant,Kỹ năng mềm,NXB Dân Trí
689,9/22/2025 17:57,9/22/2025 17:57,anonymous,,Biến tiềm năng thành tài năng,Adam Grant,Kỹ năng mềm,NXB Dân Trí
690,9/22/2025 17:56,9/22/2025 17:58,anonymous,,Giận,THÍCH NHẤT HẠNH,Tâm lý - Giáo dục,NXB Thế Giơia
691,9/22/2025 17:58,9/22/2025 17:59,anonymous,,Tâm lý học về tiền,MORGAN HOUSEL,Kinh tế - Quản trị,NXB Dân Trí
692,9/22/2025 17:57,9/22/2025 17:59,anonymous,,Huấn luyện cảm xúc,Christina Sungaie Choi & Peck Cho,Tâm lý - Giáo dục,NXB Thế Giới
693,9/22/2025 17:59,9/22/2025 18:00,anonymous,,Dám Hạnh Phúc,Kishimi Ichiro & Koga Fumitake,Tâm lý - Giáo dục,NXB Dân Trí
694,9/22/2025 17:59,9/22/2025 18:01,anonymous,,Tái tạo tổ chức,Frederic Laloux,Kinh tế - Quản trị,NXB Thế Giới
695,9/22/2025 18:01,9/22/2025 18:02,anonymous,,Trí Tuệ Đồng Hành,Ethan Mollick,Kinh tế - Quản trị,NXB Thế Giới
696,9/22/2025 18:02,9/22/2025 18:03,anonymous,,Đi tìm lẽ sống,Viktor E.Frankl,Kỹ năng mềm,NXB Tổng Hợp Tp.HCM
697,9/22/2025 18:03,9/22/2025 18:04,anonymous,,Nghĩ khác làm khác,Trương Nguyện Thành,Kỹ năng mềm,NXB Công Thương
698,9/22/2025 18:03,9/22/2025 18:04,anonymous,,Dám bị ghét,Kishimi Ichiro & Koga Fumitake,Kỹ năng mềm,NXB Dân Trí
699,9/22/2025 18:04,9/22/2025 18:05,anonymous,,13 bài giảng của Giáo Tiến về quản trị và lãnh đạo,Hoàng Nam Tiến,Kinh tế - Quản trị,NXB Thế Giới
700,9/22/2025 18:04,9/22/2025 18:05,anonymous,,Lời từ chối hoàn hảo,WILLIAM URY,Kỹ năng mềm,NXB Công Thương
701,9/22/2025 18:05,9/22/2025 18:06,anonymous,,Atomic habits,James Clear,Kỹ năng mềm,NXB Thế Giới
702,9/22/2025 18:05,9/22/2025 18:06,anonymous,,Tái tạo tổ chức ,Frederic Laloux,Kinh tế - Quản trị,NXB Thế Giới
703,9/26/2025 9:39,9/26/2025 9:43,anonymous,,Lời từ chối hoàn hảo,William Ury,Kỹ năng mềm,NXB Công Thương
704,9/26/2025 9:40,9/26/2025 9:43,anonymous,,Để hiệu quả trong công việc,Brian Tracy,Kỹ năng mềm,NXB Tổng hợp Thành phố Hồ Chí Minh
705,9/26/2025 9:43,9/26/2025 9:44,anonymous,,"Thay đổi tí hon, hiệu quả bất ngờ",James Clear,Kỹ năng mềm,NXB Thế giới
706,9/26/2025 9:43,9/26/2025 9:45,anonymous,,Không có câu hỏi nào ngớ ngẩn,10 sự thật thú vị,Kỹ năng mềm,NXB thế giới
707,9/26/2025 9:44,9/26/2025 9:46,anonymous,,Vô cùng tàn nhẫn vô cùng yêu thương,Sara Imas,Kỹ năng mềm,NXB Alphabooks
708,9/26/2025 9:46,9/26/2025 9:47,anonymous,,Trí tuệ nhân sinh,Arthur Schopenhauer,Triết học - Tôn giáo - Tâm linh,NXB Văn học
709,9/26/2025 9:45,9/26/2025 9:47,anonymous,,Đại dịch! Tim không đập thình thịch,BS. Trương Hữu Khanh,Y học - Sức khỏe - Thể thao,NXB Văn hóa - văn nghệ tphcm
710,9/26/2025 9:47,9/26/2025 9:48,anonymous,,Phát triển ngôn ngữ từ trong nôi,Phùng Đức Toàn,Tâm lý - Giáo dục,NXB Lao động-Xã hội
711,9/26/2025 9:47,9/26/2025 9:48,anonymous,,Nuôi dạy trẻ: làm sao để không phát điên?,Aki Wakamatsu,Tâm lý - Giáo dục,NXB lao động - xã hội
712,9/26/2025 9:48,9/26/2025 9:50,anonymous,,Chuyện Làng Phọt 1,Munart Studio,Nghệ thuật - Giải trí,NXB Văn hóa-Văn nghệ TPHCM
713,9/26/2025 9:48,9/26/2025 9:50,anonymous,,Cuộc chiến vì sức khỏe Hành động & Thành công,Dr. Biswaroop Roy Chowdhury và TS. Nguyễn Hoàng Anh,Y học - Sức khỏe - Thể thao,MXB thông tấn
714,9/26/2025 9:50,9/26/2025 9:51,anonymous,,Chuyện Làng Phọt 2,Munart Studio,Nghệ thuật - Giải trí,NXB Văn hóa-Văn nghệ TPHCM
715,9/26/2025 9:51,9/26/2025 9:52,anonymous,,"60 ngày học bí quyết phục hồi bệnh đau đốt sống cổ, khớp gối và thắt lưng",Nguyễn Thị Vân Anh,Y học - Sức khỏe - Thể thao,NXB hồng đức
716,9/26/2025 9:51,9/26/2025 9:53,anonymous,,"Giáo dục không trừng phạt, khuyến khích trẻ tự giác kỷ luật ",Thomas Gordon,Tâm lý - Giáo dục,NXB Tri thức
717,9/26/2025 9:39,9/26/2025 9:53,anonymous,,Khởi nghiệp bán lẻ,Trần Thanh Phong,Kỹ năng mềm,NXB Đà Nẵng 
718,9/26/2025 9:52,9/26/2025 9:53,anonymous,,Chiếc nôi ươm hạt giống tài năng,GS. Phùng Đức Toàn,Tâm lý - Giáo dục,NXB lao động - xã hội
719,9/26/2025 9:53,9/26/2025 9:54,anonymous,,Làm giàu từ mạng xã hội ,Patrice - Anne Rutledge,Kinh tế - Quản trị,NXB Lao Động-Xã Hội
720,9/26/2025 9:53,9/26/2025 9:55,anonymous,,Yêu những điều không hoàn hảo,Hae Min,Tâm lý - Giáo dục,NXB thế giới
721,9/26/2025 9:54,9/26/2025 9:55,anonymous,,Đánh thức con người phi thường ,Anthony Robbins ,Kỹ năng mềm,NXB Tổng hợp TP. Hồ Chí Minh 
722,9/26/2025 9:54,9/26/2025 9:55,anonymous,,Tâm lý thị trường chứng khoán ,George Charles Selden,Kinh tế - Quản trị,NXB Kinh Tế TPHCM
723,9/26/2025 9:55,9/26/2025 9:56,anonymous,,Chiến lược Life List,Edward W.Ryan,Kinh tế - Quản trị,NXB Kinh Tế TPHCM
724,9/26/2025 9:55,9/26/2025 9:56,anonymous,,Đắc nhân tâm,Dale Carnegie,Tâm lý - Giáo dục,NXB thế giới
725,9/26/2025 9:56,9/26/2025 9:57,anonymous,,"Phải, trái, đúng, sai",Michael Sandel,Tâm lý - Giáo dục,NXB Trẻ
726,9/26/2025 9:57,9/26/2025 9:57,anonymous,,Thực hành 7 thói quen của bạn trẻ thành đạt ,Sean Covey ,Kỹ năng mềm,NXB Tổng hợp TP HCM 
727,9/26/2025 9:56,9/26/2025 9:58,anonymous,,Hạnh phúc là con đường,Tiến sĩ Hà Vĩnh Thọ,Tâm lý - Giáo dục,NXB thế giới
728,9/26/2025 9:57,9/26/2025 9:58,anonymous,,Tuyệt chiêu quản trị thời gian,Francesco Cirillo,Kỹ năng mềm,NXB Lao động
729,9/26/2025 9:58,9/26/2025 9:59,anonymous,,Trẻ em trong gia đình,Sasaki Masami,Tâm lý - Giáo dục,NXB Lao động
730,9/26/2025 9:57,9/26/2025 10:00,anonymous,,Nuôi con khoẻ,Naomi Moriyama William Doyle,Tâm lý - Giáo dục,NXB Trẻ
731,9/26/2025 9:59,9/26/2025 10:00,anonymous,,Ngày bất tận và ngân dài từ đó,Nhiều tác giả,Văn học - Tiểu thuyết,MXB Hội Nhà Văn
732,9/26/2025 9:58,9/26/2025 10:00,anonymous,,Như chim sải cánh,OSHO,Văn học - Tiểu thuyết,NXB hồng đức
733,9/26/2025 10:01,9/26/2025 10:01,anonymous,,Siêu thủ lĩnh,Lưu Văn Hy,Kỹ năng mềm,NXB Thanh Niên
734,9/26/2025 10:02,9/26/2025 10:02,anonymous,,Mắt biếc,Nguyễn Nhật Ánh,Văn học - Tiểu thuyết,NXB Trẻ
735,9/26/2025 10:01,9/26/2025 10:02,anonymous,,Gieo trồng hạnh phúc,Thích Nhất Hạnh,Tâm lý - Giáo dục,NXB lao động
736,9/26/2025 10:02,9/26/2025 10:03,anonymous,,Giúp con phát triển ngôn ngữ,Kato Kumiko,Tâm lý - Giáo dục,NXB Văn học
737,9/26/2025 10:03,9/26/2025 10:04,anonymous,,Nghệ thuật trách mắng trẻ,Hồ Anh Quân,Tâm lý - Giáo dục,NXB Văn hóa - Thông tin
738,9/26/2025 10:03,9/26/2025 10:04,anonymous,,Cẩm nang bách thắng marketing trực tiếp,Kennedy,Kinh tế - Quản trị,NXB thế giới
739,9/26/2025 10:04,9/26/2025 10:05,anonymous,,Kỹ năng quản lý thời gian,"Jake Knapp, John Zeratsky",Học liệu,NXB Lao động
740,9/26/2025 10:05,9/26/2025 10:06,anonymous,,Chuyện Làng Phọt 3,Munart Studio,Nghệ thuật - Giải trí,NXB Thông tin và Truyền thông
741,9/26/2025 10:06,9/26/2025 10:07,anonymous,,Chuyện Làng Phọt 5,Munart Studio ,Nghệ thuật - Giải trí,NXB Thông tin và Truyền thông
742,9/26/2025 10:07,9/26/2025 10:08,anonymous,,Muốn an được an,Thích Nhất Hạnh,Triết học - Tôn giáo - Tâm linh,NXB Lao động
743,9/26/2025 10:06,9/26/2025 10:08,anonymous,,Tản mạn về hạnh phúc,Việt Hùng,Tâm lý - Giáo dục,NXB văn hóa - văn nghệ
744,9/26/2025 10:08,9/26/2025 10:09,anonymous,,Being Buddha at Work,"Franz Metcalf, BJ Callagher",Triết học - Tôn giáo - Tâm linh,NXB Hồng Đức
745,9/26/2025 10:09,9/26/2025 10:10,anonymous,,Tuần làm việc 4 giờ,Timothy Ferriss,Kỹ năng mềm,NXB Công thương
746,9/26/2025 10:08,9/26/2025 10:11,anonymous,,Đi tìm lẽ sống,Viktor E. Frankl,Tâm lý - Giáo dục,NXB tổng hợp tphcm
747,9/26/2025 10:11,9/26/2025 10:14,anonymous,,Getting Things Done,David Allen,Kỹ năng mềm,Penguin Books
748,9/26/2025 10:11,9/26/2025 10:15,anonymous,,Vị giám đốc một phút & bí quyết xây dựng nhóm làm việc hiệu quả,"Kem Blanchard, Ph. D. Donal Carew - Eunice Parisi - Carew",Kỹ năng mềm,NXB tổng hợp tphcm
749,9/26/2025 10:15,9/26/2025 10:17,anonymous,,Làm thế nào để sống trọn vẹn 24h mỗi ngày,Arnold Bennett,Kỹ năng mềm,NXB ĐHQG Hà Nội
750,9/26/2025 10:15,9/26/2025 10:17,anonymous,,Con tôi đã phát triển tài năng như thế nào?,"GS. Phùng Đức Toàn, Long Khởi Chí",Tâm lý - Giáo dục,NXB lao động xã hội
751,9/26/2025 10:17,9/26/2025 10:18,anonymous,,Năng lượng tái sinh - Hành trình biến mình thành viên ngọc toả sáng,Lương Sảng,Kỹ năng mềm,NXB Hồng Đức
752,9/26/2025 10:17,9/26/2025 10:19,anonymous,,Summer Camp Secrets 8,Melissa J.Morgan,Văn học - Tiểu thuyết,USBORNE
753,9/26/2025 10:18,9/26/2025 10:19,anonymous,,Dạy con làm việc nhà,Tatsumi Nagisa,Tâm lý - Giáo dục,NXB tổng hợp tphcm
754,9/26/2025 10:18,9/26/2025 10:20,anonymous,,Thung lũng SILICON - Những bí mật marketing chưa từng được tiết lộ ,Geofrey A.Moore,Kinh tế - Quản trị,NXB Bách Khoa
755,9/26/2025 10:19,9/26/2025 10:20,anonymous,,Người lớn không khóc,Nhiều tác giả,Văn học - Tiểu thuyết,NXB Văn học
756,9/26/2025 10:19,9/26/2025 10:21,anonymous,,100 cách giúp con hạnh phúc,Dr. Timothy Sharp,Tâm lý - Giáo dục,NXB đà nẵng
757,9/26/2025 10:20,9/26/2025 10:21,anonymous,,Làm giàu,NAPOLEON HILL,Kinh tế - Quản trị,NXB Lao động - Xã hội 
758,9/26/2025 10:21,9/26/2025 10:22,anonymous,,The E-Myth: Những ngộ nhận về doanh nghiệp,Michael E.Gerber,Kinh tế - Quản trị,NXB Lao Động Xã Hội
759,9/26/2025 10:21,9/26/2025 10:23,anonymous,,Mô hình xoắn động,Tiến sĩ - bác sĩ Vũ Phi Yên,Y học - Sức khỏe - Thể thao,NXB trẻ
760,9/26/2025 10:22,9/26/2025 10:24,anonymous,,Sống và Khát vọng,Trần Đăng Khoa,Kỹ năng mềm,NXB Tổng hợp TPHCM
761,9/26/2025 10:22,9/26/2025 10:25,anonymous,,Chuyện con ốc sên muốn biết tại sao nó chậm chạp,Luis SePúlVeDa,Hồi ký - Tiểu sử - Tự truyện,NXB Hội Nhà Văn
762,9/26/2025 10:23,9/26/2025 10:25,anonymous,,Nuôi con không phải cuộc chiến 2,"Hachung Lyonnet (Hà Chũn), Hương Đỗ ( mẹ Ong Bông)",Tâm lý - Giáo dục,NXB lao động
763,9/26/2025 10:24,9/26/2025 10:25,anonymous,,Co-Intelligence: Trí tuệ đồng hành,Ethan Mollick,Kỹ năng mềm,NXB Thế giới
764,9/26/2025 10:25,9/26/2025 10:26,anonymous,,Chuyện con mèo dạy hải âu bay,Luis SePúlVeDa ,Hồi ký - Tiểu sử - Tự truyện,NXB Hội Nhà Văn
765,9/26/2025 10:26,9/26/2025 10:26,anonymous,,Chuyện con mèo và con chuột bạn thân của nó,Luis SePúlVeDa ,Hồi ký - Tiểu sử - Tự truyện,NXB Hội Nhà Văn
766,9/26/2025 10:25,9/26/2025 10:27,anonymous,,Vọng Sài Gòn,Trác Thúy Miên,Lịch sử - Địa lý,NXB hội nhà văn
767,9/26/2025 10:25,9/26/2025 10:27,anonymous,,Khởi nghiệp lãng mạn và thực tế,Đỗ Cao Bảo,Kinh tế - Quản trị,NXB Công thương
768,9/26/2025 10:26,9/26/2025 10:28,anonymous,,Lớp học hạnh phúc ,Meena Srinivasan,Tâm lý - Giáo dục,NXB Hà Nội 
769,9/26/2025 10:27,9/26/2025 10:28,anonymous,,Tiếng nói từ kinh nghiệm thực tiễn của 20 lãnh đạo doanh nghiệp quốc tế,Nhiều tác giả,Kinh tế - Quản trị,NXB Trẻ
770,9/26/2025 10:28,9/26/2025 10:29,anonymous,,Chưa thử sao biết không thể ,Lâm Moon,Hồi ký - Tiểu sử - Tự truyện,NXB Trẻ
771,9/26/2025 10:28,9/26/2025 10:29,anonymous,,Kỹ năng đàm phán bậc thầy,Lý Khôn Hằng ,Triết học - Tôn giáo - Tâm linh,NXB Dân Trí
772,9/26/2025 10:27,9/26/2025 10:30,anonymous,,Nhặt lá trong tay bụt,Chân Đoan Nghiêm,Triết học - Tôn giáo - Tâm linh,NXB phụ nữ VN
773,9/26/2025 10:29,9/26/2025 10:30,anonymous,,Bí kíp quá giang vào ngân hà,Douglas Adams,Hồi ký - Tiểu sử - Tự truyện,NXB Lao Động 
774,9/26/2025 10:29,9/26/2025 10:31,anonymous,,Người vô hình,H.G.Wells,Văn học - Tiểu thuyết,NXB Văn học
775,9/26/2025 10:30,9/26/2025 10:31,anonymous,,Tản mạn về hạnh phúc,Việt Hùng,Tâm lý - Giáo dục,NXB văn hóa - văn nghệ
776,9/26/2025 10:31,9/26/2025 10:32,anonymous,,Tối quyết định sống cho chính tôi,Kim Suhyun,Văn học - Tiểu thuyết,NXB Thanh niên
777,9/26/2025 10:32,9/26/2025 10:33,anonymous,,Nuôi con không phải cuộc chiến 2,Hachun Lyonnet (Hà Chũn) - Hương Đỗ (Mẹ Ong Bông),Tâm lý - Giáo dục,NXB Lao động
778,9/26/2025 10:32,9/26/2025 10:34,anonymous,,Tỷ phú bán giày,Tony Hsieh,Kinh tế - Quản trị,NXB công thương
779,9/26/2025 10:33,9/26/2025 10:35,anonymous,,Tiến trình thành nhân,Carl R.Rogers,Tâm lý - Giáo dục,NXB Phụ nữ Việt Nam
780,9/26/2025 10:35,9/26/2025 10:35,anonymous,,Dựa vào hơi ấm của em,Cúc Tử,Văn học - Tiểu thuyết,NXB Lao động
781,9/26/2025 10:34,9/26/2025 10:36,anonymous,,Kỷ luật làm nên con người,Lý Kiệt,Kỹ năng mềm,NXB thanh niên
782,9/26/2025 10:36,9/26/2025 10:37,anonymous,,Quy tắc số 1,Phil Town,Kinh tế - Quản trị,NXB lao động - xã hội
783,9/26/2025 10:36,9/26/2025 10:37,anonymous,,Quảng cáo theo phong cách Ogilvy,David Ogilvy,Kinh tế - Quản trị,NXB Thế giới
784,9/26/2025 10:37,9/26/2025 10:38,anonymous,,Tảng băng tan,John Kotter,Kỹ năng mềm,NXB Hồng Đức
785,9/26/2025 10:37,9/26/2025 10:39,anonymous,,Thao túng tâm lý đám đông chìa khóa vạn năng dẫn đến thành công,Dale Carnegie,Tâm lý - Giáo dục,NXB văn học
786,9/26/2025 10:39,9/26/2025 10:40,anonymous,,Binh pháp Tôn Tử,Tôn Vũ,Tâm lý - Giáo dục,NXB Văn học
787,9/26/2025 10:40,9/26/2025 10:41,anonymous,,Cứ bình tĩnh,Tuệ Nghi,Văn học - Tiểu thuyết,NXB Hà Nội
788,9/26/2025 10:41,9/26/2025 10:41,anonymous,,Đừng để cảm xúc đánh lừa lý trí,Thái Vy,Tâm lý - Giáo dục,NXB thanh niên
789,9/26/2025 10:41,9/26/2025 10:42,anonymous,,Yêu người ngóng núi,Nguyễn Ngọc Tư,Văn học - Tiểu thuyết,NXB Trẻ
790,9/26/2025 10:41,9/26/2025 10:42,anonymous,,Sức mạnh của vị giám đốc một phút,Ken Blanchard,Văn học - Tiểu thuyết,NXB Tổng hợp TP.HCM
791,9/26/2025 10:42,9/26/2025 10:42,anonymous,,Cánh đồng bất tận,Nguyễn Ngọc Tư,Văn học - Tiểu thuyết,NXB Trẻ
792,9/26/2025 10:42,9/26/2025 10:43,anonymous,,Để con được ốm,Uyên Bùi - BS. Nguyễn Trí Đoàn,Tâm lý - Giáo dục,NXB thế giới
793,9/26/2025 10:43,9/26/2025 10:43,anonymous,,Delivering happiness: Tỷ phú bán giày,Tony Hsiel,Kinh tế - Quản trị,NXB Công thương
794,9/26/2025 10:43,9/26/2025 10:44,anonymous,,Tuổi trẻ hoang dại,Nguyễn Ngọc Thạch,Tâm lý - Giáo dục,NXB Văn Học
795,9/26/2025 10:44,9/26/2025 10:45,anonymous,,Tâm lý học ứng dụng,Patrick King,Tâm lý - Giáo dục,NXB Lao động
796,9/26/2025 10:44,9/26/2025 10:45,anonymous,,Muôn kiếp nhân sinh,Nguyên Phong,Tâm lý - Giáo dục,NXB Tổng hợp TP HCM 
797,9/26/2025 10:45,9/26/2025 10:46,anonymous,,Anne tóc đỏ làng Avonlea,L.M.Montgomery,Văn học - Tiểu thuyết,NXB Hội nhà văn
798,9/26/2025 10:45,9/26/2025 10:46,anonymous,,Những ngôi sao nói gì cho bạn ?,Gary Gold Schneider ,Tâm lý - Giáo dục,NXB Lao động 
799,9/26/2025 10:44,9/26/2025 10:46,anonymous,,IELTS 10,Cambridge ,Ngoại ngữ,NXB thanh hóa
800,9/26/2025 10:46,9/26/2025 10:47,anonymous,,Cuốn sách số 1 về tìm việc,Lynn Williams ,Kinh tế - Quản trị,NXB Lao Động Xã Hội
801,9/26/2025 10:46,9/26/2025 10:47,anonymous,,IELTS 11,Cambridge,Ngoại ngữ,NXB thanh hóa
802,9/26/2025 10:47,9/26/2025 10:48,anonymous,,IELTS 12,Cambridge,Ngoại ngữ,NXB đà nẵng
803,9/26/2025 10:48,9/26/2025 10:49,anonymous,,Phẩm cách cha mẹ,Bando Mariko,Tâm lý - Giáo dục,NXB phụ nữ
804,9/26/2025 10:47,9/26/2025 10:51,anonymous,,Hạnh phúc tại tâm,OSHO,Tâm lý - Giáo dục,NXB Hồng Đức
805,9/26/2025 10:49,9/26/2025 10:51,anonymous,,Quảng cáo theo phong cách Ogilvy,David Ogilvy,Kinh tế - Quản trị,NXB thế giới
806,9/26/2025 10:51,9/26/2025 10:51,anonymous,,Chúc một ngày tốt lành,Nguyễn Nhật Ánh ,Văn học - Tiểu thuyết,NXB Trẻ
807,9/26/2025 10:51,9/26/2025 10:52,anonymous,,Giao tiếp để bán hàng thành công,Mạc Hạo Kiệt,Kinh tế - Quản trị,NXB Thanh niên
808,9/26/2025 10:51,9/26/2025 10:52,anonymous,,Bạn chỉ sống có một lần,Nhiều tác giả,Tâm lý - Giáo dục,NXB Trẻ
809,9/26/2025 10:52,9/26/2025 10:53,anonymous,,Ngày xưa có một chuyện tình,Nguyễn Nhật Ánh ,Văn học - Tiểu thuyết,NXB Trẻ
810,9/26/2025 10:52,9/26/2025 10:53,anonymous,,Khách hàng muốn mua gì,Michael R.Solomon,Kinh tế - Quản trị,NXB Lao động - Xã hội 
811,9/26/2025 10:51,9/26/2025 10:53,anonymous,,Từ điển đồng nghĩa - trái nghĩa tiếng việt,Bích Hằng và nhóm biên soạn,Học liệu,NXB dân trí
812,9/26/2025 10:53,9/26/2025 10:54,anonymous,,Dám hạnh phúc ,"Kishimi Ichiro, Koga Fumitake",Tâm lý - Giáo dục,NXB Dân trí
813,9/26/2025 10:53,9/26/2025 10:54,anonymous,,Ung thư không phải là bệnh ,Andreas Moritz,Y học - Sức khỏe - Thể thao,NXB Thế giới 
814,9/26/2025 10:53,9/26/2025 10:55,anonymous,,Tài chính dành cho người sợ số,Nhiều tác giả,Kinh tế - Quản trị,NXB lao động
815,9/26/2025 10:54,9/26/2025 10:55,anonymous,,Cẩm nang hướng dẫn tẩy sỏi gan mật,Andreas Moritz ,Y học - Sức khỏe - Thể thao,NXB Thế giới 
816,9/26/2025 10:54,9/26/2025 10:55,anonymous,,"Thay đổi tí hon, hiệu quả bất ngờ ",James Clear,Kỹ năng mềm,NXB Thế giới
817,9/26/2025 10:55,9/26/2025 10:56,anonymous,,Cách để đạt 1 triệu Follow chỉ trong 30 ngày,Brendan Kane,Kỹ năng mềm,NXB Hồng Đức
818,9/26/2025 10:55,9/26/2025 10:56,anonymous,,Nghe giọng đoán người ,Lý Cầm,Kỹ năng mềm,NXB Hồng Đức
819,9/26/2025 10:56,9/26/2025 10:57,anonymous,,Trên đường băng,Tony buổi sáng,Tâm lý - Giáo dục,NXB Trẻ
820,9/26/2025 10:56,9/26/2025 10:57,anonymous,,Dám bị ghét,"Kishimi Ichiro, Koga Fumitake",Tâm lý - Giáo dục,NXB Dân trí
821,9/26/2025 10:55,9/26/2025 10:57,anonymous,,Vị giám đốc một phút và con khỉ,"Kennrth Blanchard - William Oncken, Jr. Hal Burrows",Tâm lý - Giáo dục,NXB tổng hợp tphcm
822,9/26/2025 10:57,9/26/2025 10:58,anonymous,,Pháp môn hạnh phúc ,Đại Sư Tinh Vân,Tâm lý - Giáo dục,NXB Lao động 
823,9/26/2025 10:57,9/26/2025 10:58,anonymous,,Being Buddha at Work,"Franz Metcalf, BJ Gallagher",Triết học - Tôn giáo - Tâm linh,NXB Hồng Đức
824,9/26/2025 10:58,9/26/2025 10:58,anonymous,,Chiến lược của mẹ thay đổi cuộc đời con,Ibuka Masaru,Tâm lý - Giáo dục,NXB văn học
825,9/26/2025 10:58,9/26/2025 10:59,anonymous,,Tiền không phải là vấn đề ,Bob Proctor,Tâm lý - Giáo dục,NXB Lao động - Xã hội 
826,9/26/2025 10:58,9/26/2025 10:59,anonymous,,Bài học làm mẹ,Đại sư Ven. Pomnyun Sunim,Tâm lý - Giáo dục,NXB văn học
827,9/26/2025 10:59,9/26/2025 10:59,anonymous,,Nuôi dạy bé trai theo cách mẹ Nhật,Yasuhiro Kozaki,Tâm lý - Giáo dục,NXB Thế giới 
828,9/26/2025 10:58,9/26/2025 11:00,anonymous,,The bullet journal method,Ryder Carroll,Kỹ năng mềm,Penguin Books
829,9/26/2025 11:00,9/26/2025 11:00,anonymous,,Nghệ thuật từ chối,Damon Zahariades,Kỹ năng mềm,NXB Hồng Đức
830,9/26/2025 11:01,9/26/2025 11:01,anonymous,,Tâm lý học bất thường ,Nhiều tác giả ,Tâm lý - Giáo dục,NXB Trẻ
831,9/26/2025 10:59,9/26/2025 11:01,anonymous,,Ngấu nghiến nghiền ngẫm,Dave Trott,Kỹ năng mềm,NXB văn hóa - văn nghệ
832,9/26/2025 11:01,9/26/2025 11:02,anonymous,,Tôi là bêto,Nguyễn Nhật Ánh,Hồi ký - Tiểu sử - Tự truyện,NXB trẻ
833,9/26/2025 11:01,9/26/2025 11:02,anonymous,,"Ung thư: sự thật, hư cấu, gian lận và những phương pháp chữa lành không độc hại",Ty Bollinger,Y học - Sức khỏe - Thể thao,NXB Thế giới
834,10/8/2025 14:56,10/8/2025 15:01,anonymous,,Tâm Lý Học Thành Công,Carol S. Dweck,Tâm lý - Giáo dục,NXB Lao Động
835,10/8/2025 14:51,10/8/2025 15:02,anonymous,,DEEP WORK,Cal Newport,Kỹ năng mềm,NXB Lao động
836,10/8/2025 15:01,10/8/2025 15:03,anonymous,,Khác Biệt Để Bứt Phá,"Jason Fried, David Heinemeier Hansson",Kinh tế - Quản trị,NXB Dân Trí
837,10/8/2025 15:02,10/8/2025 15:03,anonymous,,Atomic habits,James Clear,Kỹ năng mềm,NXB Thế Giới
838,10/8/2025 15:03,10/8/2025 15:04,anonymous,,Kỹ Năng Quản Trị Thời Gian,Jake Knapp & John Jeratsky,Kỹ năng mềm,NXB Lao Động
839,10/8/2025 15:04,10/8/2025 15:05,anonymous,,Người Bán Hàng Vĩ Đại Nhất Thế Giới,Og Mandino,Kinh tế - Quản trị,NXB Tổng Hợp Thành Phố Hồ Chí Minh
840,10/8/2025 15:03,10/8/2025 15:06,anonymous,,Hoàn thành mọi việc không hề khó,David Allen,Kỹ năng mềm,NXB Lao động
